index,Date,ASM_Domestic,ASM_International,Flights_Domestic,Flights_International,Passengers_Domestic,Passengers_International,RPM_Domestic,RPM_International,Airline_Code,Airport_Code
940,01/08/2008,661679,292332,2571,262,355486,51712,591139,232160,AA,NSA
941,01/09/2008,523446,212710,2111,156,262961,33682,416822,173640,AA,NSA
942,01/10/2008,536081,210233,2205,152,283340,34224,453079,170916,AA,NSA
943,01/11/2008,489758,175899,1905,124,240626,27320,391689,135311,AA,NSA
944,01/12/2008,536039,237125,2049,165,271439,34336,449799,177562,AA,NSA
945,01/01/2009,503152,226370,1951,159,240380,30935,395314,171164,AA,NSA
946,01/02/2009,489357,174508,1905,126,238562,23931,396128,124608,AA,NSA
947,01/03/2009,566975,195322,2240,139,292851,27980,482564,139124,AA,NSA
948,01/04/2009,557809,192144,2160,135,297830,28754,488514,140854,AA,NSA
949,01/05/2009,557943,195877,2188,127,297162,27698,487652,144653,AA,NSA
950,01/06/2009,585765,195441,2328,137,326191,34982,546437,176722,AA,NSA
951,01/07/2009,635139,206632,2513,157,344038,38094,573669,183273,AA,NSA
952,01/08/2009,636025,207164,2479,164,342822,38661,570235,174559,AA,NSA
953,01/09/2009,491676,174553,2039,131,257637,29505,414368,151751,AA,NSA
954,01/10/2009,520916,178394,2114,133,280794,30816,454642,159926,AA,NSA
955,01/11/2009,496686,168091,1951,127,256271,27839,414156,145094,AA,NSA
956,01/12/2009,541334,178993,2073,145,274528,30341,452992,159168,AA,NSA
957,01/01/2010,594703,181258,2057,143,264834,28602,438269,154155,AA,NSA
958,01/02/2010,472178,164107,1850,132,238234,26963,389011,135346,AA,NSA
959,01/03/2010,568091,182718,2192,138,294296,29413,495792,149661,AA,NSA
960,01/04/2010,553614,180765,2064,127,286819,28951,483031,135083,AA,NSA
961,01/05/2010,566351,199966,2108,142,291993,32831,492111,158322,AA,NSA
962,01/06/2010,610232,202883,2264,171,328424,39524,567753,180126,AA,NSA
963,01/07/2010,642140,213613,2363,191,328922,40670,575921,190094,AA,NSA
964,01/08/2010,632451,211480,2340,178,337845,41620,580701,187989,AA,NSA
965,01/09/2010,526260,194950,2071,136,274939,33260,448441,169787,AA,NSA
966,01/10/2010,560601,202127,2184,180,300806,36568,487345,174832,AA,NSA
967,01/11/2010,527224,183722,1963,186,267907,33394,443438,156112,AA,NSA
968,01/12/2010,532029,273375,1984,220,267199,41985,454640,219757,AA,NSA
969,01/01/2011,492574,243628,1932,238,243694,40143,399493,206868,AA,NSA
970,01/02/2011,447774,178762,1762,200,225784,30375,368073,139314,AA,NSA
971,01/03/2011,527186,204531,2054,245,275169,36887,461179,152933,AA,NSA
972,01/04/2011,504990,202024,1925,244,265423,38549,441434,157739,AA,NSA
973,01/05/2011,507622,219991,1964,258,272944,43832,447916,185858,AA,NSA
974,01/06/2011,571373,245660,2144,270,310917,49332,533363,218355,AA,NSA
975,01/07/2011,609036,262411,2257,284,324907,53181,564854,230820,AA,NSA
976,01/08/2011,599301,258529,2223,266,317407,50629,543754,220248,AA,NSA
977,01/09/2011,459901,240728,1895,220,256495,39283,408541,193501,AA,NSA
978,01/10/2011,468450,236719,1928,204,262963,39375,414128,201970,AA,NSA
979,01/11/2011,434713,223622,1714,208,237204,36057,381134,168937,AA,NSA
980,01/12/2011,517180,239691,1950,235,268507,42140,453152,198613,AA,NSA
981,01/01/2012,657759,258905,2439,305,327501,49951,551020,204560,AA,NSA
982,01/02/2012,627878,243589,2327,286,307049,44647,516235,187632,AA,NSA
983,01/03/2012,732581,268513,2615,315,368890,50188,645758,206677,AA,NSA
984,01/04/2012,716332,245144,2600,268,361476,48128,627861,200579,AA,NSA
985,01/05/2012,745732,263085,2654,282,369863,52777,651454,227176,AA,NSA
986,01/06/2012,836627,245342,2958,269,424352,51054,748476,217697,AA,NSA
987,01/07/2012,877073,264129,3071,283,439266,56087,778839,236441,AA,NSA
988,01/08/2012,847222,257297,3004,263,437196,51285,766628,225230,AA,NSA
989,01/09/2012,682119,242600,2470,224,329893,42795,556494,208541,AA,NSA
990,01/10/2012,666253,245797,2452,226,343538,42521,575266,209651,AA,NSA
991,01/11/2012,630367,231171,2305,240,320466,41081,541433,181714,AA,NSA
992,01/12/2012,705468,246126,2491,264,348350,46866,610772,201144,AA,NSA
993,01/01/2013,632020,256101,2301,276,313399,44402,526114,200639,AA,NSA
994,01/02/2013,564821,229967,2109,247,285455,39241,475440,178893,AA,NSA
995,01/03/2013,676106,251050,2424,278,350472,48768,603239,209059,AA,NSA
996,01/04/2013,705941,252729,2510,273,354207,46893,618879,199666,AA,NSA
997,01/05/2013,778526,266665,2735,283,391439,52114,692309,228473,AA,NSA
998,01/06/2013,894639,254060,3105,272,457768,52847,814240,226786,AA,NSA
999,01/07/2013,932850,268852,3215,289,466082,56366,837321,244469,AA,NSA
1000,01/08/2013,884197,243841,3119,272,455288,48594,806291,217029,AA,NSA
1001,01/09/2013,727822,224809,2694,216,342512,39030,598616,191842,AA,NSA
1002,01/10/2013,745681,235488,2723,232,365546,40848,630070,196053,AA,NSA
1003,01/11/2013,706535,217651,2570,246,341864,41084,582791,171358,AA,NSA
1004,01/12/2013,770879,233868,2757,264,398524,45827,689639,189898,AA,NSA
1005,01/01/2014,671932,236677,2458,262,342602,43015,579894,193074,AA,NSA
1006,01/02/2014,585969,211233,2182,232,301081,37233,497586,171531,AA,NSA
1007,01/03/2014,731110,248933,2573,316,374412,48893,646450,199086,AA,NSA
1008,01/04/2014,703429,211175,2551,276,364510,43304,619943,177227,AA,NSA
1009,01/05/2014,785350,224785,2780,294,403036,47715,699116,202058,AA,NSA
1010,01/06/2014,872698,220235,3032,301,448152,50971,800002,198300,AA,NSA
1011,01/07/2014,924399,226088,3200,309,465316,52238,827628,205918,AA,NSA
1012,01/08/2014,867028,224190,3046,276,450984,47123,788757,200194,AA,NSA
1013,01/09/2014,715521,204544,2641,207,348800,36696,591924,182972,AA,NSA
1014,01/10/2014,739868,218452,2727,219,360493,37132,612785,184001,AA,NSA
1015,01/11/2014,680360,247791,2498,234,335384,39913,564424,201215,AA,NSA
1016,01/12/2014,744310,268385,2635,266,376366,47188,655052,226128,AA,NSA
1017,01/01/2015,628276,263673,2333,231,321136,40560,533909,221559,AA,NSA
1018,01/02/2015,565409,232718,2105,197,289044,33748,478575,187123,AA,NSA
1019,01/03/2015,694751,271400,2462,254,358287,44031,610881,217123,AA,NSA
1020,01/04/2015,689537,263142,2393,251,340314,40160,586091,192662,AA,NSA
1021,01/05/2015,758099,287223,2616,278,369698,47244,645772,226459,AA,NSA
1022,01/06/2015,844161,293402,2726,297,414291,55479,761082,252009,AA,NSA
1023,01/07/2015,876577,305448,2842,321,432659,59390,783914,270031,AA,NSA
1024,01/08/2015,840820,298535,2755,299,422681,54332,747722,252527,AA,NSA
1025,01/09/2015,718779,270462,2434,215,353723,40233,601985,222553,AA,NSA
1026,01/10/2015,741729,283066,2555,232,376889,43263,635247,235981,AA,NSA
1027,01/11/2015,634279,273074,2209,263,323186,44664,541820,216932,AA,NSA
1028,01/12/2015,704157,296643,2327,285,352297,51529,608672,242591,AA,NSA
1029,01/01/2016,566080,281667,1965,236,287177,41851,474203,232981,AA,NSA
1030,01/02/2016,553740,263075,1920,206,274736,37126,454909,210864,AA,NSA
1031,01/03/2016,640190,278214,2249,244,337443,42556,566485,211259,AA,NSA
1032,01/04/2016,636807,277342,2259,249,322756,41591,539197,205123,AA,NSA
1033,01/05/2016,709411,293322,2475,272,368417,48367,625532,232602,AA,NSA
1034,01/06/2016,754536,290619,2501,287,397025,56481,694817,260782,AA,NSA
1035,01/07/2016,790267,299669,2663,308,414390,60256,714726,274134,AA,NSA
1036,01/08/2016,783369,281861,2691,262,401568,49062,685590,240304,AA,NSA
1037,01/09/2016,689452,265130,2389,212,348279,39966,595289,219790,AA,NSA
1038,01/10/2016,724121,277561,2544,231,382550,43219,642276,232310,AA,NSA
1039,01/11/2016,649465,276025,2317,268,353007,47563,572154,223725,AA,NSA
1040,01/12/2016,697727,300747,2356,310,365522,55867,615338,248981,AA,NSA
1041,01/01/2017,593280,,2063,,313046,,508970,,AA,NSA
1042,01/02/2017,523853,,1858,,274105,,439238,,AA,NSA
1043,01/03/2017,628311,,2196,,341045,,562927,,AA,NSA
1044,01/10/2002,260893,6254,1931,186,175018,9607,174821,3307,FA,AMP
1045,01/11/2002,271253,5639,1998,170,182205,8562,183341,2951,FA,AMP
1046,01/12/2002,277273,5145,2016,155,201904,8066,206526,2718,FA,AMP
1047,01/01/2003,276264,4968,1954,158,168528,7044,173298,2363,FA,AMP
1048,01/02/2003,234144,3977,1653,126,157524,6690,162800,2126,FA,AMP
1049,01/03/2003,275947,5668,1932,169,175080,7635,181991,2531,FA,AMP
1050,01/04/2003,265841,5544,1867,165,181183,6456,187327,1966,FA,AMP
1051,01/05/2003,268552,5404,1888,160,190858,7415,194466,2457,FA,AMP
1052,01/06/2003,266312,5355,1877,156,192341,8843,194887,2932,FA,AMP
1053,01/07/2003,280939,5218,1960,152,212363,10426,217494,3640,FA,AMP
1054,01/08/2003,269460,5197,1883,149,211302,10941,215720,3961,FA,AMP
1055,01/09/2003,256742,4928,1792,148,158560,9269,160126,3268,FA,AMP
1056,01/10/2003,283112,5268,1966,159,192235,8892,196903,3111,FA,AMP
1057,01/11/2003,258586,4480,1809,135,184349,7361,191507,2583,FA,AMP
1058,01/12/2003,262365,4542,1844,137,198413,7191,207881,2480,FA,AMP
1059,01/01/2004,272146,3313,1843,78,170969,3941,179491,1358,FA,AMP
1060,01/02/2004,264417,3031,1770,66,179229,3525,186941,1190,FA,AMP
1061,01/03/2004,287164,3398,1915,74,207770,4876,217459,1655,FA,AMP
1062,01/04/2004,284580,3307,1915,72,211545,5827,219466,1968,FA,AMP
1063,01/05/2004,276879,4026,1875,79,195759,6784,202114,2404,FA,AMP
1064,01/06/2004,269444,4163,1854,82,202152,7174,207340,2510,FA,AMP
1065,01/07/2004,272034,5491,1863,92,214281,7874,221861,3331,FA,AMP
1066,01/08/2004,277747,5093,1911,92,221436,9743,227729,3976,FA,AMP
1067,01/09/2004,251149,3628,1718,79,172212,8212,175895,2789,FA,AMP
1068,01/10/2004,278633,3582,1882,78,203369,7132,209114,2349,FA,AMP
1069,01/11/2004,272377,3468,1855,73,194963,4886,200739,1724,FA,AMP
1070,01/12/2004,284541,4120,1929,80,210318,5826,218950,2207,FA,AMP
1071,01/01/2005,265458,4542,1788,80,180542,4959,189209,1908,FA,AMP
1072,01/02/2005,252186,4191,1706,74,184362,4736,192340,2067,FA,AMP
1073,01/03/2005,283275,4564,1909,81,217666,5562,227886,2620,FA,AMP
1074,01/04/2005,280013,5106,1856,85,216956,6151,224826,2759,FA,AMP
1075,01/05/2005,290805,5357,1906,88,218874,7209,227303,2886,FA,AMP
1076,01/06/2005,265904,5217,1798,86,214090,7851,217689,3180,FA,AMP
1077,01/07/2005,266544,5926,1818,96,218818,8967,224827,3811,FA,AMP
1078,01/08/2005,271324,5114,1856,88,217873,9023,222465,3563,FA,AMP
1079,01/09/2005,259398,3643,1762,71,188238,5816,190299,1921,FA,AMP
1080,01/10/2005,257383,3682,1757,72,197328,5638,199885,1880,FA,AMP
1081,01/11/2005,273969,3375,1862,66,218959,5752,223383,1950,FA,AMP
1082,01/12/2005,286726,3103,1948,61,228149,4477,235856,1456,FA,AMP
1083,01/01/2006,292624,2629,1983,52,201130,3552,207932,1156,FA,AMP
1084,01/02/2006,254981,2325,1735,46,186268,3287,192230,1011,FA,AMP
1085,01/03/2006,297080,2677,2025,53,227976,4517,235461,1337,FA,AMP
1086,01/04/2006,270795,2721,1841,54,223293,3909,226102,1258,FA,AMP
1087,01/05/2006,279061,2871,1898,57,224811,5702,227159,1911,FA,AMP
1088,01/06/2006,261047,2822,1785,56,218565,5895,220930,1938,FA,AMP
1089,01/07/2006,250389,2770,1708,55,212850,5754,216738,1853,FA,AMP
1090,01/08/2006,264225,2923,1813,58,213161,7078,216698,2173,FA,AMP
1091,01/09/2006,248111,2629,1688,52,181487,5637,183103,1885,FA,AMP
1092,01/10/2006,261053,2677,1762,53,204378,5155,208060,1677,FA,AMP
1093,01/11/2006,245956,2576,1656,51,200710,5276,204200,1709,FA,AMP
1094,01/12/2006,258013,2629,1726,52,208134,4878,215153,1511,FA,AMP
1095,01/01/2007,256784,2730,1733,54,185191,3735,188824,1157,FA,AMP
1096,01/02/2007,223066,2374,1496,47,166161,4053,170299,1239,FA,AMP
1097,01/03/2007,249151,2428,1671,48,200658,4559,205958,1377,FA,AMP
1098,01/04/2007,250327,2838,1717,56,203943,5119,205202,1539,FA,AMP
1099,01/05/2007,264724,3103,1839,61,217854,5938,217515,1860,FA,AMP
1100,01/06/2007,246015,2808,1702,55,218011,6650,217258,2069,FA,AMP
1101,01/07/2007,254774,3007,1769,59,230592,7736,230675,2349,FA,AMP
1102,01/08/2007,265126,3010,1836,59,236901,7274,236407,2203,FA,AMP
1103,01/09/2007,255950,2543,1752,50,189957,4897,190147,1535,FA,AMP
1104,01/10/2007,265580,2647,1808,52,208597,5110,210039,1690,FA,AMP
1105,01/11/2007,255644,2646,1735,52,204171,4718,205862,1544,FA,AMP
1106,01/12/2007,252326,2552,1712,50,199190,4346,203672,1419,FA,AMP
1107,01/01/2008,259396,2760,1766,54,180966,3890,185647,1237,FA,AMP
1108,01/02/2008,226704,2300,1547,45,166795,4487,169855,1472,FA,AMP
1109,01/03/2008,255927,2553,1748,50,198366,4121,201383,1346,FA,AMP
1110,01/04/2008,244606,2442,1674,48,188315,3102,189416,1028,FA,AMP
1111,01/05/2008,259953,2654,1795,52,200336,4400,201822,1396,FA,AMP
1112,01/06/2008,231438,2193,1610,43,192023,4247,192778,1282,FA,AMP
1113,01/07/2008,253096,2596,1752,51,211045,4899,214561,1339,FA,AMP
1114,01/08/2008,254769,2458,1747,48,206570,5466,210448,1539,FA,AMP
1115,01/09/2008,241780,2592,1615,52,161138,3058,164013,1077,FA,AMP
1116,01/10/2008,257481,2642,1699,53,178727,2946,182703,1049,FA,AMP
1117,01/11/2008,223586,2187,1420,44,158108,3389,164409,1216,FA,AMP
1118,01/12/2008,227638,2241,1440,45,175800,3581,185401,1280,FA,AMP
1119,01/01/2009,220615,2092,1393,42,137224,2326,144591,832,FA,AMP
1120,01/02/2009,201449,2043,1270,41,133911,1792,140140,643,FA,AMP
1121,01/03/2009,227324,2392,1438,48,161890,2784,168657,998,FA,AMP
1122,01/04/2009,216905,2143,1382,43,164736,2196,171112,795,FA,AMP
1123,01/05/2009,218686,2293,1392,46,159901,2739,166231,982,FA,AMP
1124,01/06/2009,215756,2592,1379,52,172713,3268,177585,1177,FA,AMP
1125,01/07/2009,225440,2741,1440,55,192508,4982,199065,1780,FA,AMP
1126,01/08/2009,220901,2193,1420,44,189527,4041,194145,1447,FA,AMP
1127,01/09/2009,195456,,1285,,149364,,152542,,FA,AMP
1128,01/10/2009,200860,,1323,,163475,,166454,,FA,AMP
1129,01/11/2009,196077,,1273,,156754,,160730,,FA,AMP
1130,01/12/2009,209422,,1340,,166823,,174304,,FA,AMP
1131,01/01/2010,206112,,1311,,139756,,146389,,FA,AMP
1132,01/02/2010,173155,,1107,,125738,36,130581,,FA,AMP
1133,01/03/2010,214980,,1378,,172827,70,179741,,FA,AMP
1134,01/04/2010,210120,,1335,,165586,10,170206,,FA,AMP
1135,01/05/2010,209578,,1328,,173163,,178898,,FA,AMP
1136,01/06/2010,205464,,1311,,177388,,181530,,FA,AMP
1137,01/07/2010,214206,,1366,,187140,,192003,,FA,AMP
1138,01/08/2010,218002,,1400,,188864,230,193818,,FA,AMP
1139,01/09/2010,205021,,1336,,156197,761,160457,,FA,AMP
1140,01/10/2010,208784,,1361,,169469,928,174328,,FA,AMP
1141,01/11/2010,207274,,1321,,160846,553,167854,,FA,AMP
1142,01/12/2010,200362,,1255,,159190,300,168091,,FA,AMP
1143,01/01/2011,198202,,1259,,130438,172,137740,,FA,AMP
1144,01/02/2011,180559,,1152,,122418,176,129319,,FA,AMP
1145,01/03/2011,217380,,1400,,151987,228,160072,,FA,AMP
1146,01/04/2011,208792,,1332,,161502,423,167514,,FA,AMP
1147,01/05/2011,201322,,1291,,164112,404,170582,,FA,AMP
1148,01/06/2011,204898,,1310,,165230,219,170920,,FA,AMP
1149,01/07/2011,210968,,1345,,174812,183,182075,,FA,AMP
1150,01/08/2011,201300,,1275,,172098,282,179368,,FA,AMP
1151,01/09/2011,192148,,1173,,148054,83,153671,,FA,AMP
1152,01/10/2011,186907,,1149,,154054,79,159753,,FA,AMP
1153,01/11/2011,195911,,1187,,157714,44,165915,,FA,AMP
1154,01/12/2011,207004,,1238,,157365,,170403,,FA,AMP
1155,01/01/2012,202257,,1217,,135409,,144026,,FA,AMP
1156,01/02/2012,195323,,1199,,127719,65,135599,,FA,AMP
1157,01/03/2012,212967,,1320,,156672,74,166952,,FA,AMP
1158,01/04/2012,210416,,1317,,162982,1,169045,,FA,AMP
1159,01/05/2012,219200,,1362,,172266,,180419,,FA,AMP
1160,01/06/2012,201298,,1256,,161504,,168852,,FA,AMP
1161,01/07/2012,200527,,1280,,168825,,177363,,FA,AMP
1162,01/08/2012,204419,,1309,,174386,,183024,,FA,AMP
1163,01/09/2012,193122,,1227,,146179,,149999,,FA,AMP
1164,01/10/2012,189791,,1213,,150525,,154891,,FA,AMP
1165,01/11/2012,192281,,1206,,144040,,149535,,FA,AMP
1166,01/12/2012,197324,,1238,,156269,,166158,,FA,AMP
1167,01/01/2013,190590,,1215,,139034,,146609,,FA,AMP
1168,01/02/2013,170855,,1092,,123983,,130838,,FA,AMP
1169,01/03/2013,191639,,1235,,149814,,159555,,FA,AMP
1170,01/04/2013,187037,,1253,,144297,75,149181,,FA,AMP
1171,01/05/2013,193989,,1306,,155886,98,161778,,FA,AMP
1172,01/06/2013,187098,,1265,,156366,27,161854,,FA,AMP
1173,01/07/2013,192206,,1305,,166627,,173554,,FA,AMP
1174,01/08/2013,199070,,1349,,170382,,176169,,FA,AMP
1175,01/09/2013,187468,,1249,,140671,,146883,,FA,AMP
1176,01/10/2013,198834,,1327,,159095,,166343,,FA,AMP
1177,01/11/2013,187088,,1225,,142911,,150947,,FA,AMP
1178,01/12/2013,192424,,1221,,155729,,167494,,FA,AMP
1179,01/01/2014,188925,,1173,,132143,,143167,,FA,AMP
1180,01/02/2014,166539,,1043,,123845,,131660,,FA,AMP
1181,01/03/2014,197083,,1232,,145182,,155824,,FA,AMP
1182,01/04/2014,199320,,1270,,156171,,164238,,FA,AMP
1183,01/05/2014,190039,,1206,,156118,,163921,,FA,AMP
1184,01/06/2014,183944,,1172,,154203,,161915,,FA,AMP
1185,01/07/2014,189194,,1203,,162861,,172477,,FA,AMP
1186,01/08/2014,187906,,1200,,159038,,166995,,FA,AMP
1187,01/09/2014,176766,,1124,,129712,,136253,,FA,AMP
1188,01/10/2014,183302,,1165,,144376,,151020,,FA,AMP
1189,01/11/2014,188275,,1157,,138137,,144734,,FA,AMP
1190,01/12/2014,209669,,1246,,164415,,176836,,FA,AMP
1191,01/01/2015,185989,,1106,,125518,,134850,,FA,AMP
1192,01/02/2015,166057,,989,,122384,,130456,,FA,AMP
1193,01/03/2015,195059,,1159,,141887,,151588,,FA,AMP
1194,01/04/2015,197364,,1181,,150056,,158189,,FA,AMP
1195,01/05/2015,197329,,1181,,156394,,164821,,FA,AMP
1196,01/06/2015,197803,,1178,,167269,,177240,,FA,AMP
1197,01/07/2015,247934,,2275,,280709,162,228798,,FA,AMP
1198,01/08/2015,242935,,2254,,269869,346,221568,,FA,AMP
1199,01/09/2015,236381,,2201,,248542,86,204340,,FA,AMP
1200,01/10/2015,236726,,2231,,262849,20,214657,,FA,AMP
1201,01/11/2015,212804,,2009,,234314,22,192334,,FA,AMP
1202,01/12/2015,220581,,1941,,237772,13,200957,,FA,AMP
1203,01/01/2016,205994,,1951,,205214,342,172840,,FA,AMP
1204,01/02/2016,208401,,1983,,203997,627,172249,,FA,AMP
1205,01/03/2016,230917,,2240,,238695,539,196465,,FA,AMP
1206,01/04/2016,224078,,2149,,249109,692,197563,,FA,AMP
1207,01/05/2016,233241,,2226,,255656,855,201795,,FA,AMP
1208,01/06/2016,237528,,2274,,277317,946,212705,,FA,AMP
1209,01/07/2016,236951,,2223,,279829,1123,220334,,FA,AMP
1210,01/08/2016,243051,,2320,,261695,1683,211108,,FA,AMP
1211,01/09/2016,236472,,2210,,225846,844,185005,,FA,AMP
1212,01/10/2016,238824,,2228,,242508,738,198952,,FA,AMP
1213,01/11/2016,230316,,1941,,223494,174,192088,,FA,AMP
1214,01/12/2016,226251,,1740,,214941,215,192176,,FA,AMP
1215,01/01/2017,215046,,1758,,188969,,168527,,FA,AMP
1216,01/02/2017,190827,,1609,,169076,,148292,,FA,AMP
1217,01/03/2017,216369,,1797,,206564,,176530,,FA,AMP
1218,01/10/2002,206414,6940,2071,35,225906,3658,144611,4038,GA,AMP
1219,01/11/2002,195626,9115,1938,35,217477,5274,139188,5822,GA,AMP
1220,01/12/2002,191899,9029,1798,34,219456,4812,150501,5312,GA,AMP
1221,01/01/2003,198840,9287,1947,35,183175,3859,120345,4260,GA,AMP
1222,01/02/2003,166877,7896,1653,30,167101,4818,112653,5319,GA,AMP
1223,01/03/2003,194177,9452,1940,36,189101,6945,127267,7667,GA,AMP
1224,01/04/2003,187204,9009,1750,34,204132,6195,138645,6839,GA,AMP
1225,01/05/2003,199234,7618,1857,30,205530,4233,136601,4673,GA,AMP
1226,01/06/2003,191876,8858,1922,34,210969,4461,140160,4925,GA,AMP
1227,01/07/2003,191815,6981,1913,35,222894,5177,155122,5715,GA,AMP
1228,01/08/2003,198328,6638,1887,34,228500,5213,166016,5755,GA,AMP
1229,01/09/2003,194603,6020,1854,30,182782,1872,118747,2067,GA,AMP
1230,01/10/2003,207652,6232,2024,31,226406,3620,152704,3996,GA,AMP
1231,01/11/2003,197023,6721,1905,35,215823,4564,149292,5039,GA,AMP
1232,01/12/2003,186194,6352,1742,33,208327,3902,152118,4308,GA,AMP
1233,01/01/2004,188056,5484,1836,29,176674,2966,126014,3274,GA,AMP
1234,01/02/2004,188951,6122,1865,31,192224,4358,135015,4811,GA,AMP
1235,01/03/2004,199482,7062,2008,35,209670,5210,145158,5752,GA,AMP
1236,01/04/2004,198474,7270,1984,34,228484,5798,155698,6160,GA,AMP
1237,01/05/2004,196885,6883,1970,36,215213,3858,146404,4160,GA,AMP
1238,01/06/2004,206098,6553,1973,34,228270,4118,156502,4546,GA,AMP
1239,01/07/2004,208956,6902,1946,36,223462,5266,163259,5814,GA,AMP
1240,01/08/2004,209716,7007,1981,35,225759,5542,167645,6118,GA,AMP
1241,01/09/2004,175752,5034,1794,25,172156,1492,110937,1647,GA,AMP
1242,01/10/2004,209742,5822,2028,29,216244,3435,145966,3635,GA,AMP
1243,01/11/2004,206986,6796,1949,34,216304,4156,148796,4588,GA,AMP
1244,01/12/2004,190944,6749,1857,35,213682,4062,150085,4484,GA,AMP
1245,01/01/2005,176834,6687,1769,35,179851,3523,126408,3889,GA,AMP
1246,01/02/2005,166450,6403,1646,32,178580,4088,124461,4455,GA,AMP
1247,01/03/2005,180298,6641,1798,33,205822,5175,142242,5650,GA,AMP
1248,01/04/2005,182054,7161,1823,35,213814,5368,143437,5846,GA,AMP
1249,01/05/2005,188643,6841,1888,35,207527,3851,138969,4252,GA,AMP
1250,01/06/2005,176170,6363,1789,33,206427,3681,137451,4064,GA,AMP
1251,01/07/2005,180469,6911,1789,36,218016,5317,154918,5870,GA,AMP
1252,01/08/2005,182321,6773,1843,35,211943,5153,151402,5689,GA,AMP
1253,01/09/2005,166190,6002,1718,30,174433,2673,110341,2951,GA,AMP
1254,01/10/2005,167530,6188,1733,30,176967,3698,111972,4083,GA,AMP
1255,01/11/2005,153177,6443,1584,30,177102,3843,109784,4243,GA,AMP
1256,01/12/2005,178601,4860,1689,31,185044,3120,131315,3366,GA,AMP
1257,01/01/2006,172697,4546,1715,29,168551,3159,117379,3055,GA,AMP
1258,01/02/2006,159230,148,1560,1,163307,369,112802,50,GA,AMP
1259,01/03/2006,192857,1340,1875,9,206723,1425,143749,1193,GA,AMP
1260,01/04/2006,187940,1784,1814,12,202295,1599,138155,1622,GA,AMP
1261,01/05/2006,175567,4860,1801,31,186616,3447,122352,3620,GA,AMP
1262,01/06/2006,171045,4703,1741,30,197457,3289,132341,3490,GA,AMP
1263,01/07/2006,173773,4860,1679,31,194398,4000,143761,4281,GA,AMP
1264,01/08/2006,177548,4860,1809,31,186694,3901,138074,4134,GA,AMP
1265,01/09/2006,151728,4381,1621,28,147231,2170,96478,2396,GA,AMP
1266,01/10/2006,155291,4859,1744,31,163837,2890,108704,3191,GA,AMP
1267,01/11/2006,146379,4546,1665,29,171567,3249,112219,3587,GA,AMP
1268,01/12/2006,160877,4677,1688,30,179134,3563,128033,3783,GA,AMP
1269,01/01/2007,162866,4860,1791,31,147476,2876,101266,3175,GA,AMP
1270,01/02/2007,141354,4684,1546,30,136430,3070,93320,3389,GA,AMP
1271,01/03/2007,156950,5443,1749,35,170923,4374,116533,4675,GA,AMP
1272,01/04/2007,152113,7889,1716,57,170255,5309,113864,5322,GA,AMP
1273,01/05/2007,143991,7514,1692,56,158615,4510,101569,4342,GA,AMP
1274,01/06/2007,135379,7859,1608,58,168310,5078,106790,4939,GA,AMP
1275,01/07/2007,138077,8453,1616,62,167561,5506,115889,5414,GA,AMP
1276,01/08/2007,144250,8329,1715,61,167713,6445,118313,6309,GA,AMP
1277,01/09/2007,137322,3170,1616,21,132433,1599,84944,1719,GA,AMP
1278,01/10/2007,144270,3292,1699,21,156972,1982,103568,2188,GA,AMP
1279,01/11/2007,141435,3919,1615,25,154181,2429,104536,2682,GA,AMP
1280,01/12/2007,147638,4076,1548,26,148703,2582,110771,2814,GA,AMP
1281,01/01/2008,156459,3605,1717,23,134146,2041,96685,2253,GA,AMP
1282,01/02/2008,151067,4528,1642,29,137834,3127,100274,3452,GA,AMP
1283,01/03/2008,164797,5599,1786,36,161506,4081,119420,4505,GA,AMP
1284,01/04/2008,153910,3761,1726,24,158869,2605,112114,2876,GA,AMP
1285,01/05/2008,150452,3606,1695,23,151558,2496,104875,2756,GA,AMP
1286,01/06/2008,126492,4076,1532,26,144439,3045,95591,3289,GA,AMP
1287,01/07/2008,126984,4860,1549,31,153067,4865,106761,4340,GA,AMP
1288,01/08/2008,130687,3135,1560,20,148763,3341,105312,2823,GA,AMP
1289,01/09/2008,120655,592,1501,4,120775,419,76904,269,GA,AMP
1290,01/10/2008,133895,601,1585,4,146102,503,98056,317,GA,AMP
1291,01/11/2008,138994,4233,1530,27,143946,2275,99827,2429,GA,AMP
1292,01/12/2008,160906,4703,1617,30,167416,3231,127396,3457,GA,AMP
1293,01/01/2009,159193,3292,1505,21,122378,1401,95743,1472,GA,AMP
1294,01/02/2009,146280,3135,1402,20,121495,1845,95651,1962,GA,AMP
1295,01/03/2009,155020,4076,1404,26,133136,2977,107033,3208,GA,AMP
1296,01/04/2009,132945,3762,1212,24,129448,2936,100232,3207,GA,AMP
1297,01/05/2009,130866,3606,1200,23,124944,2422,95159,2626,GA,AMP
1298,01/06/2009,111241,157,1063,1,115630,128,85130,81,GA,AMP
1299,01/07/2009,105789,,1039,,125505,82,92743,,GA,AMP
1300,01/08/2009,108996,,1063,,122004,94,92254,,GA,AMP
1301,01/09/2009,100234,,971,,98399,,70712,,GA,AMP
1302,01/10/2009,103726,,1013,,110269,,80033,,GA,AMP
1303,01/11/2009,101511,,980,,105272,67,76177,,GA,AMP
1304,01/12/2009,107662,,986,,114508,133,88420,,GA,AMP
1305,01/01/2010,212260,2875,1915,21,159529,1544,131311,1446,GA,AMP
